chr1	12058	12178	+
chr1	12228	12612	+
chr1	12698	12974	+
chr1	12722	13220	+
chr1	13053	13220	+
chr1	13375	13452	+
chr1	14502	15004	-
chr1	15039	15795	-
chr1	15948	16606	-
chr1	16766	16857	-
chr1	17056	17232	-
chr1	17369	17605	-
chr1	17743	17914	-
chr1	18062	18267	-
chr1	18367	24737	-
chr1	24892	29533	-
chr1	30040	30563	+
chr1	30668	30975	+
chr1	35175	35276	-
chr1	35482	35720	-
chr1	57654	58699	+
chr1	58857	62915	+
chr1	65434	65519	+
chr1	65574	69036	+
chr1	90051	90286	-
chr1	91630	92090	-
chr1	92241	112699	-
chr1	111358	112699	-
chr1	112805	120720	-
chr1	112805	120774	-
chr1	112805	129054	-
chr1	120870	120873	-
chr1	120933	129054	-
chr1	129224	133373	-
chr1	139848	140074	-
chr1	143012	146385	-
chr1	146510	146641	-
chr1	146510	155766	-
chr1	155832	164262	-
chr1	160691	161313	+
chr1	164792	165883	-
chr1	165943	167958	-
chr1	165943	168099	-
chr1	168166	168609	-
chr1	168166	169048	-
chr1	169265	172556	-
chr1	172689	173752	-
chr1	182747	183131	+
chr1	183217	183493	+
chr1	183572	183739	+
chr1	183902	183980	+
chr1	185351	185490	-
chr1	185560	186316	-
chr1	186470	187128	-
chr1	187288	187375	-
chr1	187578	187754	-
chr1	187891	188129	-
chr1	188267	188438	-
chr1	188585	188790	-
chr1	188903	195262	-
chr1	259026	261549	-
chr1	259026	264603	-
chr1	259026	267302	-
chr1	259026	356684	-
chr1	261635	267302	-
chr1	267057	268121	+
chr1	268205	268666	-
chr1	268817	289265	-
chr1	289371	297344	-
chr1	357587	358048	-
chr1	358184	359344	-
chr1	358930	365170	+
chr1	358958	365170	+
chr1	360169	365170	+
chr1	365693	366018	-
chr1	365693	368250	-
chr1	365693	373143	-
chr1	373324	379768	-
chr1	379871	485039	-
chr1	476946	485039	-
chr1	485209	489360	-
chr1	485209	494991	-
chr1	485209	497108	-
chr1	489388	489716	+
chr1	491990	492767	-
chr1	494587	496263	-
chr1	494899	494991	-
chr1	495050	495276	-
chr1	495050	497108	-
chr1	495050	498683	-
chr1	497229	498072	-
chr1	497300	498046	-
chr1	497300	498072	-
chr1	497300	498398	-
chr1	497300	501555	-
chr1	498306	498398	-
chr1	498457	498683	-
chr1	498457	501555	-
chr1	499370	501555	-
chr1	501621	502186	-
chr1	501621	502464	-
chr1	501621	502861	-
chr1	502244	502464	-
chr1	502662	504979	-
chr1	502956	504979	-
chr1	504934	514358	-
chr1	505104	514358	-
chr1	514424	517155	-
chr1	514424	517184	-
chr1	517267	522858	-
